ID,SIRUTA,codLMI,judetul,UAT,localitatea,tip,cult,gen,denumirea,datarea,utilizarea curentă,parohia,protopopiatul,(arhi)episcopia,mitropolia,patriarhia,descrierea,note,starea de conservare,longitudine,latitudine
2394,173383,VL-II-m-B-09926,Vâlcea,Comuna Stoilești,Stoilești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1810,,Parohia Văcălia-Stoilești,,Episcopia Râmnicului,Mitropolia Olteniei,,,,,,
2564,14888,AG-II-m-B-13502,Argeș,Comuna Budeasa,Calotești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1819, rep. 1901, când i s-a adăugat tinda",,Parohia Calotesti,,,,,,,,,
2856,18518,AG-II-m-B-13801,Argeș,Comuna Rociu,Șerbănești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1910,cult,Parohia Serbănesti,Protoieria Costești,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,Biserica de la 1910 a fost zidită pe temelia uneia ridicate în anul 1725.,,bună,,
2293,171717,VL-II-m-B-09818,Vâlcea,Comuna Nicolae Bălcescu,Mângureni,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1888,,Parohia Corbi-Mângureni,,Arhiepiscopia Râmnicului,Mitropolia Olteniei,,,,,,
1934,21427,BC-II-a-B-00792,Bacău,Comuna Berzunți,Berzunți,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1572, ref. 1774",,Parohia Adormirea Maicii Domnului Berzunți,Protopopiatul Moinești,Episcopia Romanului,Mitropolia Moldovei și Bucovinei,Patriarhia Română,"Biserica Adormirea Maicii Domnului ridicată în 1572 este ctitoria lui Bogdan Lăpușneanu (1560 – 1572). Monument istoric și de arhitectură religioasă, biserica actuală a fost construită în 1774 pe locul unei biserici din lemn, ctitorie a lui Bogdan Lăpușneanu din 1572. Biserica actuală a fost pictată în 1836 de Macarie Levantes. Clopotul datează din 1570.",,bună,,
2409,170079,VL-II-m-B-09939,Vâlcea,Comuna Galicea,Teiu,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1752,,Parohia Galicea-Teiu,,Episcopia Râmnicului,Mitropolia Olteniei,,,,,,
2530,13383,AG-II-m-B-13468,Argeș,Comuna Mărăcineni,Argeșelu,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1785,cult,Parohia Adormirea Maicii Domnului Argeșelu,,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,,,,,,
1947,21739,BC-II-m-B-00803,Bacău,Comuna Cașin,Cașin,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1776, rep. 1797",,Parohia Casin,,,,,,,,,
2554,15778,AG-II-m-A-13493,Argeș,Comuna Corbeni,Bucșenești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1748,cult,Parohia Bucsenesti,Protopopiatul Curtea de Argeș,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
2888,19702,AG-II-m-B-13830,Argeș,Comuna Valea Iașului,Valea Iașului,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1855,cult,Parohia Valea Iasului,Protopopiatul Curtea de Argeș,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,Biserica a fost ridicată în 1855 și pictată între 1855-1858. Pictura a fost restaurată între 1967-1969.,,foarte bună,,
1830,177398,VN-II-m-A-06508,Vrancea,Comuna Pufești,Domnești-Târg,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1661-1667; 1771-1775 intervenții,religioasă,Parohia Domnești,,Arhiepiscopia Buzăului și Vrancei,Mitropolia Munteniei și Dobrogei,,"Domnitorul Eustatie Dabija a construit biserica cu hramul’’Adormirea Maicii Domnului’’ probabil intre 1661-1667 fiind apoi terminata de Gh. Duca. Datorita evenimentelor si imprejurarilor nefavorabile sfintirea bisericii a avut loc in anul 1701, cand aici s-a stabilit un grup de maici. Dupa cutremurul din1741 biserica a fost refacuta partial; in1742 marele Vornic Costache care probabil contribuise la refacerea ei, a incercat sa ‘’fure’’ dreptul de intemeietor, prezentandu-se in pisania de piatra ca singur ctitor.  Era o biserica inalta cu ziduri groase, cu scanduri, boltita, tamplaria era din lemn, ornamentatia chenarelor usii si a ferestrelor, a turnului apartinand veacului al XVIIIlea. Putem afirma ca aici s-a impletit stilul de arhitectura din Tara Romaneasca cu cel din Moldova. In analiza plastica a monumentului, se poate face o mentiune aparte pentru catapeteasma altarului executata din lemn cu bogate decoratii, si care se pare ca este realizata mai tarziu decat constructia bisericii sau adusa de la un alt monument.",,restaurare,,
1892,177646,VN-II-m-B-06570,Vrancea,Comuna Sihlea,Voetin,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1808,,Parohia Voetin,,Arhiepiscopia Buzăului și Vrancei,Mitropolia Munteniei și Dobrogei,Patriarhia Română,"Biserica „Adormirea Maicii Domnului” monument istoric, a fost construita în anul 1808 de catre familia Serban Asanache Robescu. Din cauza intemperiilor vremii si a cutremurelor, biserica a suferit grave avarii ajungând în stare de ruina. În anul 1985-1987 din initiativa preotului Cristian Stoica si cu sprijinul enoriasilor s-au facut reparatiile capitale ale bisericii, care au constat în consolidarea si pregatirea peretilor pentru pictura. În anul 1991 s-au început lucrarile de pictura în tehnica fresco de catre pictorul Petre Achitene, care s-au terminat în anul 1994 de catre pictorita Lichi Pavel.",,bună,,
985,162363,VS-I-s-B-20216,Vaslui,Comuna Băcani,Suseni,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","sec. XVII; ref. 1809, 1834",,Parohia Suseni,Protoieria Negrești,Episcopia Hușilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,,,
2882,14566,AG-II-m-A-13823,Argeș,Comuna Bârla,Urlueni,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1780, rep. 1958, 1967",cult,Parohia Urluieni,Protoieria Costești,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
1089,75702,GL-II-m-B-03089,Galați,Comuna Băneasa,Roșcani,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1827,biserică,Parohia Roșcani,Protoieria Galați,Arhiepiscopia Dunării de Jos,Mitropolia Munteniei și Dobrogei,,"Biserica dateaza din anul 1827, fiind ctitorita de Mihail si Maria Chicuș, proprietarii mosiei din zona. Lacasul de cult are planul treflat cu un pridvor adaugat ulterior. Din punct de vedere patrimonial se remarca pictura murala realizata in fresco in stil neo-bizantin. Pictura din interiorul bisericii se regaseste in cea din exteriorul Manastirii Voronet. Biserica dateaza din anul 1827, fiind ctitorita de Mihail si Maria Chicus, proprietarii mosiei din zona. Lacasul de cult are planul treflat cu un pridvor adaugat ulterior.",,,,
3490,88485,HD-II-m-B-03292,Hunedoara,Comuna Boșorod,Chitid,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1674,,Parohia Chitid,Protopopiatul Orăștie,Episcopia Aradului,Mitropolia Banatului,Patriarhia Română,,,bună,,
2560,16800,AG-II-m-B-13499,Argeș,Comuna Leordeni,Budișteni,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1837,cult,Parohia Budisteni,Protopopiatul Topoloveni,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,medie,,
2430,172135,VL-II-a-B-09960,Vâlcea,Comuna Păușești-Măglași,Valea Cheii,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1688,,Parohia Valea Cheii,,Episcopia Râmnicului,Mitropolia Olteniei,,,,,,
2527,13917,AG-II-m-B-13465,Argeș,Comuna Albeștii de Muscel,Albești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1887,cult,Parohia Albeștii de Muscel,Protopopiatul Câmpulung Muscel,Episcopia Argeșului și Muscelului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
1073,76193,GL-II-m-B-03073,Galați,Comuna Drăgușeni,Adam,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1802-1813,biserică,Parohia Mănăstirii Adam,Protoieria Târgu Bujor,Arhiepiscopia Dunării de Jos,Mitropolia Munteniei și Dobrogei,,"Biserica de plan triconc, cu absidele laterale realizate în grosimea zidurilor de 1,20 m, usor iesite din linia peretilor de sud si de nord. O turla se dezvolta pe pronaos si o alta mai mica este turla Pantocrator. Accesul dintre pronaos si naos este îngustat de ziduri foarte groase. Accesul principal se face pe latura de sud. Mai exista un acces direct în altar. Catapeteasma este din lemn sculptat, poleita in partea superioara cu foita de aur. Impresioneaza placut amvonul sculptat, asezat in partea stanga a bisericii, precum si sculptura scaunului arhieresc. In pridvor se intra prin partea de miazazi printr-o de lemn in doua canaturi cu geamuri in partea superioara, dublata de o masiva din lemn intarita metalic. Din pridvor in pronaos se intra printr-o deschidere larga de 1,80 a zidului gros de 1,50 m. Altarul este luminat de o fereastra mare asezata la rasarit, iar naosul si pronaosul de cate o fereastra asezata pe zidurile de la sud si de la nord. Sunt ferestre largi si inalte, duble, prevazute cu grilaj metalic si asezate in ziduri la circa 3 m inaltime. Pridvorul este luminat de o fereastra mica si geamurile usii. Decoratia exterioara este foarte simpla si se concretizeaza într-o profilatura în zona cornisei. Un soclu masiv înconjoara biserica. Biserica actuala, construita între 1802-1813, a suferit si ea de pe urma cutremurelor fiind deseori reparata si consolidata .",,,,
2557,14860,AG-II-m-A-13496,Argeș,Comuna Budeasa,Budeasa Mare,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1790-1796, rep. 1850, 1933, 1950",cult,Parohia Budeasa,,,,,Biserica a fost zidită de Șerban si Nicolae Budisteanu.,,,,
2159,168915,VL-II-m-B-09692,Vâlcea,Comuna Bujoreni,Bujoreni,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1812,,Parohia Bujoreni,,Arhiepiscopia Râmnicului,Mitropolia Olteniei,,,,,,
4178,121509,NT-II-m-B-10586,Neamț,Comuna Bârgăuani,Bălănești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1768-1775,cult,Parohia Bălănesti,Protopopiatul Piatra Neamț,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,La 1763 Constantin Rosetti construieste biserica care are absidele laterale îngropate în rezalituri si turlă pe naos.Turnul clopotnită se află deasupra pridvorului închis de pe latura de apus.Fatadele sunt bogat decorate. Monumentul este o realizare deosebită a barocului din Moldova.,,reparații,,
4820,97330,IS-II-m-B-04164,Iași,Comuna Gropnița,Gropnița,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1866,,Parohia Gropnita,Protopopiatul Hârlău,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,bună,,
2904,17628,AG-II-m-B-13846,Argeș,Comuna Mușătești,Vâlsănești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1838, rep. 1946",cult,Parohia Vâlsănesti,Protopopiatul Curtea de Argeș,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,foarte bună,,
4033,163155,VS-II-m-B-06780,Vaslui,Comuna Costești,Chițcani,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1817, rep. 1894, 1934 ( înlocuită șindrila cu tablă), 1944, 1958 (zugrăvită în interior), 1988",cult,Parohia Chitcani,Protoieria Vaslui,Episcopia Hușilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,medie,,
4818,97759,IS-II-m-B-04161,Iași,Comuna Lungani,Goești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1820,,Parohia Goesti,Protopopiatul Pașcani,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,,,
4816,96833,IS-II-a-B-04159,Iași,Comuna Deleni,Feredeni,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1791,,Parohia Feredeni,,,,,,,,,
2804,19524,AG-II-m-B-13739,Argeș,Comuna Uda,Miercani,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","înainte de 1820, zugrăvită 1843, rep. 1878, 1930-1932",cult,Parohia Uda,Protopopiatul Pitești,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,foarte bună,,
3640,87530,HD-II-m-A-03452,Hunedoara,Orașul Călan,Strei,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","sec. XIII, cu transf. ulterioare",,Parohia Strei,Protopopiatul Hațeg,Episcopia Aradului,Mitropolia Banatului,Patriarhia Română,"Vechi monument românesc, biserica din cimitirul satului este de mici dimensiuni, construită din piatră brută. Ea are un turn-clopotniță pe fațada vestică, o navă scurtă cu boltă de scânduri și un altar dreptunghiular, boltit în cruce pe ogive masive de piatră. Odinioară pictată și la exterior, ea păstrează un valoros ansamblu de picturi murale la interior executate de maestrul Grozie.Sinteză de influențe bizantine și nord-italiene (stil gotic timpuriu), valorificate într-o manieră arhitectonică locală, biserica ortodoxă din Strei datează din a doua jumătate a sec. al XIV-lea (după unele surse circa 1270)[1]. În altar ""Iisus în glorie"" și cortegiul apostolilor, în navă ""Buna Vestire"", Sf. Nicolae și sfinți.",,"Dezafectată cultului, cu acoperișul deteriorat",,
4859,97820,IS-II-m-B-04200,Iași,Comuna Mircești,Mircești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1934,,Parohia Mircesti,Protopopiatul Pașcani,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,bună,,
4878,95122,IS-II-a-A-04219,Iași,Comuna Bârnova,Pietrăria,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1734,,Parohia Pietrăria,Protopopiatul Iași I,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,,,
2662,18956,AG-II-m-A-13600,Argeș,Comuna Stolnici,Cochinești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1787, consolidată 1943",cult,Parohia Cochinesti,Protoieria Costești,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
4124,165791,VS-II-m-A-06887,Vaslui,Comuna Rebricea,Tatomirești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1792; transf.1888 (reacoperită cu șindrilă, adăugată clopotnița de lemn, la intrare, suprimată în 1938 - 1939); rep. 1925 - 1926, 1938 - 1939, 1959 - 1960 (adăugare 2 contraforți pe latura de vest), 1993 (reacoperită cu șindrilă)",,Parohia Tatomiresti,Protoieria Negrești,Episcopia Hușilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,necesită lucrări urgente de consolidare - restaurare,,
3086,49670,BZ-II-m-B-02409,Buzău,Comuna Izvoru,Grăjdana,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1930,,Parohia Mănăstirii Ciolanu,,Arhiepiscopia Buzăului și Vrancei,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
4898,95211,IS-II-m-B-04239,Iași,Comuna Holboca,Rusenii Vechi,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1782,,Parohia Rusenii Vechi,Protopopiatul Iași II,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,,,
16009,147189,SV-II-m-A-05523,Suceava,Comuna Botoșana,Comănești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1772, adăugiri sec. XIX",,Parohia Comănești,Protopopiatul Suceava,Arhiepiscopia Sucevei și a Rădăuților,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,foarte bună,,
2533,16105,AG-II-m-B-13824,Argeș,Comuna Cotmeana,Ursoaia,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1795,cult,Parohia Ursoaia,,,,,,,,,
16687,10845,AR-II-m-A-00590.01,Arad,Comuna Felnac,Bodrogu Nou,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","sec. XIV, renovată 1766",,Parohia Mănăstirii Hodoș-Bodrog - Bodrogu Nou,Protopopiatul Sebiș,Episcopia Aradului,Mitropolia Banatului,Patriarhia Română,,,bună,,
4225,123184,NT-II-m-B-10633,Neamț,Comuna Mărgineni,Mărgineni,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1769,,Parohia Mărgineni,Protopopiatul Piatra Neamț,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,foarte bună,,
4117,165906,VS-II-m-A-06881.04,Vaslui,Comuna Solești,Solești,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1859-1860, rep. 1945 (refăcut turnul clopotniță); 1960 (intervenții fronton); 1988 (consolidare)",,"Parohia Solesti """,Protoieria Vaslui,Episcopia Hușilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,Biserica ctitorită între 1859-1860 este fostă biserică de curte a familiei Rosseti -Solescu. Ea a fost donată obștii satului în 1893.,,bună,,
4185,124974,NT-II-a-A-10593,Neamț,Comuna Viișoara,Bistrița,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""","1554, rest. 1972 - 1975",,Parohia Mănăstirii Bistrița,Protopopiatul Piatra Neamț,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,Biserica a fost restaurată de Alexandru Lăpușneanu.,,,,
2799,17110,AG-II-m-B-13736,Argeș,Comuna Merișani,Merișani,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1808,cult,Parohia Merisani,Protopopiatul Pitești,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,"Biserica a fost ctitorită la 1808 de familiile Viișoreanu, Bucșănescu și Rătescu.",,foarte bună,,
4900,98836,IS-II-m-B-04241,Iași,Comuna Schitu Duca,Schitu Duca,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1808,,Parohia Schitu Duca,Protopopiatul Iași II,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,bună,,
