Judet,Localitate,Codpostal
Bacău,Mileștii de Jos,607402
Bacău,Mileștii de Sus,607403
Bacău,Văleni (Parincea),607409
Bacău,Ciumași,607042
Bacău,Dumbrava (Itești),607044
Bacău,Valea Șoșii,607472
Bacău,Borșani,607133
Bacău,Bârzulești,607531
Bacău,Coman,607532
Bacău,Bârsănești,607035
Bacău,Brătești,607037
Bacău,Caraclău,607038
Neamț,Bistricioara,617127
Neamț,Dreptu,617342
Neamț,Pârâul Fagului,617344
Neamț,Săvinești (Poiana Teiului),617351
Neamț,Durău,617130
Neamț,Almaș,617201
Neamț,Căciulești,617213
Neamț,Popești (Girov),617219
Neamț,Verșești,617222
Neamț,Unghi,617169
Neamț,Mastacăn (Dragomirești),617168
Neamț,Ghigoiești,617441
Neamț,Poieni,617323
Neamț,Breaza,617044
Neamț,Chilia,617047
Neamț,Homiceni,617052
Neamț,Talpa,617053
Neamț,Gura Văii,617218
Neamț,Turturești,617221
Neamț,Baratca,617042
Neamț,Certieni,617046
Neamț,Dârloaia,617048
Neamț,Vlădiceni,617054
Neamț,Slobozia (Roznov),617392
Neamț,Bașta,617416
Neamț,Secuienii Noi,617423
Neamț,Bozienii de Sus,617176
Neamț,Chicerea,617426
Neamț,Veja,617431
Neamț,Vlădnicele,617432
Neamț,Bozieni,617100
Neamț,Cuci,617103
Neamț,Bucium,617496
Neamț,Izvoru,617262
Neamț,Muncelu,617263
Neamț,Recea,617264
Neamț,Negrești (Bâra),617033
Neamț,Rediu (Bâra),617036
Neamț,Bătrânești,617252
Neamț,Rocna,617254
Neamț,Spiridonești,617256
Neamț,Ghidion,617427
Neamț,Todireni,617429
Neamț,Linsești,617283
Neamț,Mărmureni,617286
Neamț,Pustieta,617289
Neamț,Valea Enei,617292
Neamț,Muncelu de Jos,617499
Neamț,Vulpășești,617399
Neamț,Simionești,617137
Neamț,Văratec,617013
Vrancea,Adjudu Vechi,625101
Vrancea,Șișcani,625103
Vrancea,Burcioaia,625102
Vrancea,Bodești,627446
Vrancea,Spinești,627451
Vrancea,Bordeasca Nouă,627351
Vrancea,Bordeasca Veche,627352
Vrancea,Boțârlău,627456
Vrancea,Cândești,627107
Vrancea,Căiata,627302
Vrancea,Ciușlea,627142
Vrancea,Cornetu,627306
Vrancea,Coroteni,627307
Vrancea,Olăreni,627309
Vrancea,Valea Beciului,627311
Vrancea,Doaga,627143
Vrancea,Străjescu,627148
Vrancea,Irești,627417
Vrancea,Șerbești,627421
Vrancea,Jorăști,627397
Vrancea,Lămotești,627207
Vrancea,Balta Raței,627396
Vrancea,Mirceștii Noi,627398
Vrancea,Mirceștii Vechi,627399
Vrancea,Pădureni (Jariștea),627181
Vrancea,Vărsătura,627183
Vrancea,Petrești,627401
Vrancea,Muncei,627447
Vrancea,Ploștina,627448
Vrancea,Vrâncioaia,627445
Vrancea,Poiana,627449
Vrancea,Râmniceni,627192
Vrancea,Bizighești,627141
Vrancea,Răchitosu,627147
Vrancea,Clipicești,627377
Vrancea,Vitănești,627383
Vrancea,Argea,627176
Vrancea,Ploscuțeni,627179
Botoșani,Brăteni,717132
Botoșani,Dacia,717291
Botoșani,Dorobanți,717292
Botoșani,Hrișcani,717462
Botoșani,Mândrești (Vlădeni),717464
Botoșani,Năstase,717272
Botoșani,Negrești,717273
Botoșani,Păun,717274
Botoșani,Slobozia Silișcani,717277
Botoșani,Chițoveni,717156
Botoșani,Prisăcani,717159
Botoșani,Boscoteni,717161
Botoșani,Rădeni,717162
Botoșani,Cișmea,717311
Botoșani,Mesteacăn,717087
Botoșani,Sarafinești,717088
Botoșani,Socrujeni,717181
Botoșani,Viforeni,717183
Botoșani,Victoria (Stăuceni),717358
Botoșani,Storești,717163
Botoșani,Șendreni,717164
Botoșani,Buzeni,717027
Botoșani,Zăicești,717031
Botoșani,Silișcani,717179
Botoșani,Vânători,717182
Botoșani,Șoldănești,717376
Botoșani,Vlădeni-Deal,717166
Botoșani,Lupăria,717307
Botoșani,Miletin,717308
Botoșani,Zlătunoaia,717227
Botoșani,Codreni,717281
Botoșani,Scutari,717282
Botoșani,Dumbrăvița,717216
Botoșani,Hilișeu-Cloșca,717202
Botoșani,Iezer,717204
Botoșani,Corjăuți,717201
Botoșani,Hilișeu-Crișan,717203
Botoșani,Horodiștea,717297
Botoșani,Loturi Enescu,715202
Botoșani,Progresul,715203
Botoșani,Racovăț,717302
Botoșani,Plevna,717364
Botoșani,Smârdan,717366
Botoșani,Dimitrie Cantemir,717018
Botoșani,Panaitoaia,717021
Botoșani,Timuș,717022
Botoșani,Liveni,717234
Botoșani,Loturi,717236
Botoșani,Chișcăreni,715303
Botoșani,Petricani,715304
Botoșani,Sat Nou,715305
Botoșani,Podriga,717141
Botoșani,Bozieni,715302
Botoșani,Miron Costin,717466
Botoșani,Sârbi,717467
Iași,Alexeni,707531
Iași,Moara Ciornei,707534
Iași,Oproaia,707536
Iași,Bogdănești,707261
Iași,Scoposeni (Horlești),707262
Iași,Bohotin,707401
Iași,Borșa,707592
Iași,Vâlcelele,707596
Iași,Buhăeni,707011
Iași,Drăgănești,707012
Iași,Chișcăreni,707486
Iași,Ciurea,707080
Iași,Picioru Lupului,707084
Iași,Cogeasca,707282
Iași,Cucuteni (Lețcani),707283
Iași,Cotu Morii,707382
Iași,Moimești,707384
Iași,Rediu Mitropoliei,707386
Iași,Țipilești,707387
Iași,Forăști,707227
Iași,Mălăești,707228
Iași,Răsboieni,707549
Iași,Gropnița,707225
Iași,Bulbucani,707226
Iași,Gura Bohotin,707211
Iași,Scoposeni (Gorban),707213
Iași,Zberoaia,707214
Iași,Hălceni,707487
Iași,Iazu Vechi,707489
Iași,Mitoc,707491
Iași,Horlești,707260
Iași,Cotu lui Ivan,707203
Iași,Icușeni,707582
Iași,Luceni,707583
Iași,Jigoreni,707548
Iași,Vălenii,707553
Iași,Iepureni (Movileni),707351
Iași,Larga-Jijia,707352
Iași,Boatca,707157
Iași,Mănăstirea,707159
Iași,Poienile,707162
Iași,Tarnița,707163
Iași,Podolenii de Jos,707141
Iași,Podu Hagiului,707212
Iași,Cioca-Boca,707477
Iași,Poiana Șcheii,707481
Iași,Săveni,707229
Iași,Sângeri,707231
Iași,Pocreaca,707438
Iași,Slobozia (Schitu Duca),707443
Iași,Fântânele (Andrieșeni),707013
Iași,Iepureni (Andrieșeni),707016
Iași,Spineni,707017
Iași,Frăsuleni,707581
Iași,Sculeni,707584
Iași,Șendreni,707587
Iași,Buruienești,707056
Iași,Tabăra,707058
Iași,Griești,707547
Iași,Recea,707551
Iași,Tungujei,707552
Iași,Hermeziu,707521
Iași,Vladomira,707524
Iași,Cârlig,707381
Iași,Bălteni,707396
Iași,Cârniceni,707556
Iași,Domnița,707532
Iași,Poiana de Sus,707538
Iași,Runcu,707539
Iași,Buzdug,707158
Iași,Piscu Rusului,707161
Iași,Zece Prăjini,707164
Iași,Bârlești,707191
Iași,Sprânceana,707193
Iași,Totoești,707194
Iași,Orzeni,707253
Iași,Rusenii Noi,707254
Iași,Rusenii Vechi,707256
Iași,Valea Lungă,707257
Iași,Schitu Hadâmbului,707301
Iași,Urșița,707302
Iași,Hadâmbu,707332
Iași,Corcodel,707217
Iași,Valea Satului,707222
Iași,Ciocârlești,707428
Iași,Boroșești,707427
Iași,Lunca Rateș,707429
Iași,Bodești,707426
Iași,Rediu (Scânteia),707431
Iași,Tufeștii de Sus,707432
Iași,Drăgușeni,707478
Iași,Frenciugi,707479
Iași,Valea Adâncă,707317
Iași,Alexandru cel Bun,707591
Iași,Broșteni,707593
Iași,Iacobeni,707594
Iași,Schitu Stavnic,707602
Iași,Slobozia (Voinești),707603
Iași,Vocotești,707604
Iași,Dumbrava (Lespezi),707274
Iași,Hârtoape,707578
Iași,Heci,707276
Iași,Băiceni (Todirești),707506
Iași,Stroești,707511
Iași,Iorcani,707501
Iași,Uda,707503
Iași,Mitești,707327
Iași,Verșeni,707329
Iași,Brătulești,707466
Iași,Fedeleșeni,707471
Iași,Zlodica,707073
Iași,Cârjoaia,707122
Iași,Cucova,707468
Iași,Fărcășeni,707469
Iași,Doroșcani,707371
Iași,Hărpășești,707372
Iași,Pădureni (Popești),707374
Iași,Bahluiu,707121
Iași,Hodora,707126
Iași,Iosupeni,707128
Iași,Poiana Mărului,707072
Iași,Lupăria,707129
Iași,Ion Neculce,705309
Iași,Prigoreni,705310
Iași,Războieni,705311
Iași,Cotârgaci,707026
Iași,Sârca,707031
Iași,Zmeu,707288
Iași,Munteni,707047
Iași,Satu Nou (Belcești),707048
Iași,Leahu-Nacu,707167
Iași,Slobozia (Deleni),707171
Iași,Cireșeni,707123
Iași,Făgăt,707124
Iași,Valea Racului,707131
Iași,Zbereni,707132
Iași,Filiași,707027
Iași,Podișu,707029
Iași,Valea Oilor,707032
Suceava,Botuș,727266
Suceava,Botușel,727267
Suceava,Braniștea,727268
Suceava,Delnița,727271
Suceava,Deluț,727272
Suceava,Obcina,727273
Suceava,Plai,727274
Suceava,Lămășeni,727461
Suceava,Pocoleni,727462
Suceava,Roșiori,727241
Suceava,Ruși,727242
Suceava,Huși,727451
Suceava,Leucușești,727452
Suceava,Praxia,727572
Suceava,Maidan,727096
Suceava,Runcu,727098
Suceava,Solonețu Nou,727099
Suceava,Doroteia,727247
Suceava,Plutonița,727248
Suceava,Bălinești,727286
Suceava,Verbia,727289
Suceava,Țibeni,727481
Suceava,Dănila,727158
Suceava,Mărițeia Mică,727159
Suceava,Lucăcești,727218
Suceava,Măzănăești,727219
Suceava,Plăvălari,727539
Suceava,Securiceni,727546
Suceava,Poiana (Zvoriștea),727643
Suceava,Stânca,727646
Suceava,Stâncuța,727647
Suceava,Ortoaia,727203
Suceava,Sunători,727206
Suceava,Gheorghițeni,727202
Suceava,Rusca,727204
Suceava,Cârlibaba Nouă,727111
Suceava,Șesuri,727113
Suceava,Țibău,727114
Vaslui,Banca,737025
Vaslui,Satu Nou (Banca),737032
Vaslui,Bădeana,737551
Vaslui,Brădești,737586
Vaslui,Chetrosu,737271
Vaslui,Corodești,737272
Vaslui,Drăxeni,737274
Vaslui,Lazu,737276
Vaslui,Fruntișeni,737281
Vaslui,Grăjdeni,737282
Vaslui,Gâlțești,737434
Vaslui,Iezer,737436
Vaslui,Ruși,737439
Vaslui,Ghireasca,737351
Vaslui,Lupești,737352
Vaslui,Mânzătești,737354
Vaslui,Gârdești,737599
Vaslui,Obârșeni (Voinești),737602
Vaslui,Rugăria,737604
Vaslui,Botoi,737203
Vaslui,Popești (Dragomirești),737208
Vaslui,Tulești,737212
Vaslui,Dealu Mare,737636
Vaslui,Simila,737638
Vaslui,Ghermănești (Banca),737028
Vaslui,Stoișești,737036
Vaslui,Mânăstirea (Mălușteni),737353
Vaslui,Țuțcani,737356
Vaslui,Ulea,737091
Vaslui,Vlădești,737094
Vaslui,Băbuța,737201
Vaslui,Belzeni,737202
Vaslui,Ciuperca,737204
Vaslui,Semenea,737211
Vaslui,Vladia,737213
Vaslui,Buda (Bogdănești),737086
Vaslui,Orgoiești,737089
Vaslui,Vișinari,737093
Vaslui,Schitu,737101
Vaslui,Călimănești,737428
Vaslui,Fântânele,737432
Vaslui,Bărtăluș-Mocani,737426
Vaslui,Bărtăluș-Răzeși,737427
Vaslui,Cetățuia,737429
Vaslui,Rotari,737438
Vaslui,Băncești,737597
Vaslui,Corobănești,737598
Vaslui,Stâncășeni,737606
Vaslui,Armășeni (Bunești-Averești),737111
Vaslui,Podu Oprii,737114
Vaslui,Roșiori,737116
Vaslui,Bogdănești (Fălciu),737246
Vaslui,Odaia Bogdana,737249
Vaslui,Broscoșești,737341
Vaslui,Condrea,737342
Vaslui,Focșa,737343
Vaslui,Oțetoaia,737346
Vaslui,Răducani,737347
Vaslui,Barboși,737286
Vaslui,Oțeleni,737288
Vaslui,Rediu (Hoceni),737289
Vaslui,Bobești,737231
Vaslui,Giurgești,737528
Vaslui,Stroiești,737532
Vaslui,Valea Seacă,737533
Vaslui,Valea lui Bosie,737534
Vaslui,Șișcani,737291
Vaslui,Tomșa,737292
Vaslui,Plotonești,737194
Vaslui,Urlați,737196
Vaslui,Armășoaia,737446
Vaslui,Siliștea (Pungești),737452
Vaslui,Valea Târgului,737333
Vaslui,Rediu (Vaslui),730004
Vaslui,Buda (Oșești),737391
Vaslui,Pădureni (Oșești),737392
Vaslui,Vâlcele,737393
Vaslui,Căpușneni,737336
Vaslui,Corbu,737338
Vaslui,Fundu Văii (Lipovăț),737339
Vaslui,Fundătura (Delești),737181
Vaslui,Hârsova,737182
Vaslui,Mânăstirea (Delești),737184
Vaslui,Codreni,737466
Vaslui,Idrici,737469
Vaslui,Rediu (Roșiești),737471
Vaslui,Bolați,737456
Vaslui,Rateșu Cuzei,737461
Vaslui,Bejenești,737326
Vaslui,Sauca,737331
Vaslui,Butucăria,737626
Vaslui,Ciofeni,737627
Vaslui,Telejna,737633
Vaslui,Cursești-Deal,737447
Vaslui,Cursești-Vale,737448
Vaslui,Armășeni (Băcești),737051
Vaslui,Țibăneștii Buhlii,737054
Vaslui,Vovriești,737056
Vaslui,Ghergheleu,737131
Vaslui,Rediu Galian,737133
Vaslui,Albina,737301
Vaslui,Bleșca,737302
Vaslui,Buscata,737304
Vaslui,Iezerel,737312
Vaslui,Ursoaia,737313
Vaslui,Valea Oanei,737316
Vaslui,Crăciunești,737457
Vaslui,Măcrești (Rebricea),737459
Vaslui,Tatomirești,737463
Brăila,Constantinești,817112
Brăila,Cuza Vodă (Salcia Tudor),817127
Brăila,Esna,817101
Brăila,Mihail Kogălniceanu (Șuțești),817166
Brăila,Ibrianu,817066
Brăila,Maraloiu,817067
Brăila,Latinu,817093
Brăila,Voinești,817094
Brăila,Mărtăcești,817143
Brăila,Oancea,817116
Brăila,Muchea,817144
Brăila,Pitulați,817134
Brăila,Gurguieți,817132
Brăila,Sihleanu,817136
Brăila,Țepeș Vodă,817102
Brăila,Lacu Rezii,815301
Brăila,Măru Roșu,815302
Brăila,Valea Călmățuiului,815303
Brăila,Brateșu Vechi,817161
Brăila,Horia,817163
Brăila,Câineni-Băi,817211
Brăila,Constantin Gabrielescu,817021
Brăila,Dudescu,817221
Brăila,Lișcoteanca,817023
Brăila,Plăsoiu,817212
Brăila,Pântecani,817057
Brăila,Sătuc,817058
Brăila,Batogu,817036
Brăila,Ionești,817037
Galați,Cavadinești,807065
Galați,Cuza Vodă,807271
Galați,Negrea,807266
Galați,Odaia Manolache,807327
Galați,Rogojeni,807286
Galați,Suhurlui,807257
Galați,Vameș,807246
Galați,Bursucani,807011
Galați,Zimbru,807016
Galați,Pupezeni,807023
Galați,Tecucelu Sec,807062
Galați,Gara Ghidigeni,807146
Galați,Gefu,807148
Galați,Malu Alb,807111
Galați,Umbrărești-Deal,807316
Galați,Coasta Lupei,807217
Galați,Ionășești,807222
Galați,Mălureni,807223
Galați,Piscu Corbului,807224
Galați,Braniștea (Nicorești),807216
Galați,Grozăvești,807221
Galați,Siliștea,807313
Tulcea,Iulia,827107
Tulcea,Meșteru,827074
Tulcea,Luminița,827224
Tulcea,Sabangia,827192
Tulcea,Vișina,827117
Tulcea,Alba,827106
Tulcea,Letea,827017
Tulcea,Plopul,827154
Tulcea,Poșta,827077
Tulcea,Trestenic,827162
Tulcea,Victoria,827173
Tulcea,Lăstuni,827146
Tulcea,Rândunica,827147
Călărași,Aprozi,915101
Călărași,Bogata,917116
Călărași,Ciulnița-Gară,917081
Călărași,Curătești,917091
Călărași,Drajna Nouă,917083
Călărași,Fântâna Doamnei,917191
Călărași,Făurei,917267
Călărași,Gâldău,917146
Călărași,Gruiu,915104
Călărași,Luptători,917094
Călărași,Nucetu,917161
Călărași,Rasa,917118
Călărași,Răzvani,915302
Călărași,Zimbru,917268
Constanța,Tariverde,907076
Constanța,Moșneni,907007
Constanța,Pelinu,907081
Constanța,Tătaru,907082
Constanța,Viișoara,907069
Constanța,Coslugea,907168
Constanța,Ivrinezu Mare,907241
Constanța,Ivrinezu Mic,907242
Constanța,Urluia,907013
Constanța,Zorile,907014
Ialomița,Cegani,927051
Ialomița,Smirna,927146
Dolj,Braloștița,207085
Dolj,Schitu,207088
Dolj,Sfircea,207089
Dolj,Cernătești,207185
Dolj,Coțofenii din Dos,207210
Dolj,Grecești,207330
Dolj,Bărboi,207331
Dolj,Mihăița,207211
Dolj,Potmelțu,207212
Dolj,Cornița,207186
Dolj,Rasnicu Bătrân,207187
Dolj,Rasnicu Oghian,207188
Dolj,Busu,207332
Dolj,Busulețu,207333
Dolj,Grădiștea,207334
Dolj,Gropanele,207336
Dolj,Secu,207530
Dolj,Comănicea,207531
Dolj,Smadovicioara de Secu,207532
Dolj,Șumandra,207533
Ilfov,Buriaș,077152
Ilfov,Căciulați,077131
Ilfov,Copăceni,077006
Ilfov,Dărăști-Ilfov,077080
Ilfov,Dragomirești-Deal,077096
Ilfov,Dragomirești-Vale,077095
Ilfov,Zurbaua,077097
Ilfov,Găneasa,077100
Ilfov,Cozieni,077101
Ilfov,Moara Domnească,077102
Ilfov,Islaz,077031
Ilfov,Balta Neagră,077141
Ilfov,Micșunești-Moară,077143
Ilfov,Micșuneștii Mari,077144
Ilfov,Nuci,077140
Ilfov,Merii Petchii,077142
Ilfov,Olteni,077061
Ilfov,Pasărea,077032
Ilfov,Petrăchioaia,077155
Ilfov,Măineasca,077156
Ilfov,Surlari,077157
Ilfov,Vânători,077158
Ilfov,Piscu,077053
Ilfov,Piteasca,077103
Ilfov,Șindrilița,077104
Ilfov,Rudeni,077046
Ilfov,Săftica,077017
Ilfov,Sitaru,077111
Ilfov,Tâncăbești,077167
Ilfov,Berceni,077020
Ilfov,Corbeanca,077065
Ilfov,Ostratu,077066
Ilfov,Petrești,077067
Ilfov,Tamași,077068
Ilfov,Dascălu,077075
Ilfov,Creața,077076
Ilfov,Gagu,077077
Ilfov,Runcu,077078
Ilfov,Dobroești,077085
Ilfov,Fundeni,077086
Ilfov,Grădiștea,077110
Ilfov,Gruiu,077115
Ilfov,Șanțu-Florești,077118
Ilfov,Lipia,077116
Ilfov,Siliștea Snagovului,077117
Ilfov,Snagov,077165
Ilfov,Ștefăneștii de Jos,077175
Ilfov,Crețuleasca,077176
Ilfov,Ștefăneștii de Sus,077177
Ilfov,1 Decembrie,077005
Ilfov,Afumați,077010
Ilfov,Balotești,077015
Ilfov,Dumbrăveni,077016
Ilfov,Bragadiru,077025
Ilfov,Brănești,077030
Ilfov,Vadu Anei,077033
Ilfov,Buftea,070000
Ilfov,Buciumeni,070001
Ilfov,Cernica,077035
Ilfov,Bălăceanca,077036
Ilfov,Căldăraru,077037
Ilfov,Poșta,077038
Ilfov,Tânganu,077039
Ilfov,Chiajna,077040
Ilfov,Dudu,077041
Ilfov,Roșu,077042
Ilfov,Chitila,077045
Ilfov,Ciolpani,077050
Ilfov,Izvorani,077051
Ilfov,Lupăria,077052
Ilfov,Ciorogârla,077055
Ilfov,Dârvari,077056
Ilfov,Clinceni,077060
Ilfov,Ordoreanu,077062
Ilfov,Cornetu,077070
Ilfov,Buda,077071
Ilfov,Domnești,077090
Ilfov,Țegheș,077091
Ilfov,Ciofliceni,077166
Ilfov,Vlădiceasca,077168
Ilfov,Ghermănești,077170
Ilfov,Glina,077105
Ilfov,Cățelu,077106
Ilfov,Manolache,077107
Ilfov,Jilava,077120
Ilfov,Măgurele,077125
Ilfov,Alunișu,077126
Ilfov,Dumitrana,077127
Ilfov,Pruni,077128
Ilfov,Vârteju,077129
Ilfov,Moara Vlăsiei,077130
Ilfov,Mogoșoaia,077135
Ilfov,Otopeni,075100
Ilfov,Odăile,075101
Ilfov,Pantelimon,077145
Ilfov,Periș,077150
Ilfov,Bălteni,077151
Ilfov,Pipera (Voluntari),077191
Ilfov,Popești-Leordeni,077160
Ilfov,Tunari,077180
Ilfov,Dimieni,077181
Ilfov,Vidra,077185
Ilfov,Crețești,077186
Ilfov,Sintești,077187
Ilfov,Voluntari,077190
Giurgiu,Anghelești,087021
Giurgiu,Obedeni,087023
Giurgiu,Bâcu,087151
Giurgiu,Bila,087201
Giurgiu,Cămineasca,087202
Giurgiu,Braniștea,087176
Giurgiu,Comasca,087177
Giurgiu,Budeni,087056
Giurgiu,Bulbucata,087030
Giurgiu,Buturugeni,087035
Giurgiu,Poșta,087038
Giurgiu,Cărpenișu,087086
Giurgiu,Podu Popa Nae,087088
Giurgiu,Căscioarele (Găiseni),087087
Giurgiu,Cetatea,087081
Giurgiu,Cetățuia,087091
Giurgiu,Cosoba,087152
Giurgiu,Cucuruzu,087192
Giurgiu,Dărăști-Vlașca,087006
Giurgiu,Căscioarele (Ulmi),087231
Giurgiu,Drăgăneasca,087232
Giurgiu,Drăgănescu,085201
Giurgiu,Falaștoaca,087057
Giurgiu,Coteni,087031
Giurgiu,Făcău,087032
Giurgiu,Teișori,087033
Giurgiu,Frasinu,087011
Giurgiu,Sfântu Gheorghe (Băneasa),087013
Giurgiu,Frătești,087080
Giurgiu,Găiseni,087085
Giurgiu,Bălanu,087216
Giurgiu,Ghizdaru,087217
Giurgiu,Gostinari,087105
Giurgiu,Grădiștea,087058
Giurgiu,Hodivoaia,087186
Giurgiu,Hulubești,087043
Giurgiu,Icoana,087234
Giurgiu,Izvoru (Vânătorii Mici),087253
Giurgiu,Letca Nouă,087155
Giurgiu,Letca Veche,087156
Giurgiu,Malu,087261
Giurgiu,Malu Spart,085102
Giurgiu,Suseni,085103
Giurgiu,Mârșa,087160
Giurgiu,Milcovățu,087157
Giurgiu,Mironești,087106
Giurgiu,Naipu,087097
Giurgiu,Novaci,085202
Giurgiu,Oinacu,087175
Giurgiu,Oncești,087218
Giurgiu,Palanca,087077
Giurgiu,Pădureni,087036
Giurgiu,Podu Ilfovățului,087037
Giurgiu,Pietrele,087012
Giurgiu,Plopșoru,087071
Giurgiu,Moșteni,087236
Giurgiu,Poenari,087237
Giurgiu,Puieni,087181
Giurgiu,Răsuceni,087190
Giurgiu,Carapancea,087191
Giurgiu,Remuș,087082
Giurgiu,Satu Nou,087193
Giurgiu,Săbăreni,087153
Giurgiu,Schitu,087200
Giurgiu,Vlașin,087203
Giurgiu,Stănești,087215
Giurgiu,Stoenești,087220
Giurgiu,Ianculești,087221
Giurgiu,Mirău,087222
Giurgiu,Tomulești,087226
Giurgiu,Trestieni,087238
Giurgiu,Goleasca,087022
Giurgiu,Uiești,087026
Giurgiu,Ulmi,087230
Giurgiu,Ghionea,087233
Giurgiu,Uzunu,087044
Giurgiu,Vadu Lat,087027
Giurgiu,Corbeanca,087251
Giurgiu,Poiana lui Stângă,087254
Giurgiu,Vâlcelele,087256
Giurgiu,Zădăriciu,087258
Giurgiu,Petru Rareș,087143
Giurgiu,Valea Bujorului,087146
Giurgiu,Cupele,087252
Giurgiu,Vânătorii Mari,087257
Giurgiu,Vânătorii Mici,087250
Giurgiu,Mogoșești,087007
Giurgiu,Varlaam,087008
Giurgiu,Vieru,087187
Giurgiu,Vlad Țepeș,087059
Giurgiu,Adunații-Copăceni,087005
Giurgiu,Băneasa,087010
Giurgiu,Bolintin-Deal,087015
Giurgiu,Mihai Vodă,087016
Giurgiu,Bucșani,087020
Giurgiu,Podișor,087024
Giurgiu,Cartojani,087196
Giurgiu,Clejani,087045
Giurgiu,Neajlovu,087046
Giurgiu,Podu Doamnei,087047
Giurgiu,Sterea,087048
Giurgiu,Colibași,087050
Giurgiu,Câmpurelu,087051
Giurgiu,Comana,087055
Giurgiu,Daia,087070
Giurgiu,Florești-Stoenești,087075
Giurgiu,Florești,087076
Giurgiu,Stoenești (Florești-Stoenești),087078
Giurgiu,Găujani,087090
Giurgiu,Pietrișu,087092
Giurgiu,Gogoșari,087100
Giurgiu,Drăghiceanu,087101
Giurgiu,Izvoru (Gogoșari),087102
Giurgiu,Rălești,087103
Giurgiu,Gostinu,087110
Giurgiu,Grădinari,087115
Giurgiu,Tântava,087116
Giurgiu,Zorile,087117
Giurgiu,Greaca,087120
Giurgiu,Puțu Greci,087121
Giurgiu,Zboiu,087122
Giurgiu,Iepurești,087130
Giurgiu,Bănești,087131
Giurgiu,Chirculești,087132
Giurgiu,Gorneni,087133
Giurgiu,Stâlpu,087134
Giurgiu,Valter Mărăcineanu,087136
Giurgiu,Joița,087150
Giurgiu,Mihai Bravu,087165
Giurgiu,Ogrezeni,087170
Giurgiu,Hobaia,087171
Giurgiu,Prundu,087180
Giurgiu,Putineiu,087185
Giurgiu,Singureni,087205
Giurgiu,Crânguri,087206
Giurgiu,Stejaru,087207
Giurgiu,Slobozia,087210
Giurgiu,Toporu,087225
Giurgiu,Valea Dragului,087240
Giurgiu,Vărăști,087245
Giurgiu,Dobreni,087246
Giurgiu,Vedea,087260
Giurgiu,Bolintin-Vale,085100
Giurgiu,Crivina,085101
Giurgiu,Călugăreni,087040
Giurgiu,Brăniștari,087041
Giurgiu,Crucea de Piatră,087042
Giurgiu,Crevedia Mare,087060
Giurgiu,Crevedia Mică,087061
Giurgiu,Dealu,087062
Giurgiu,Găiseanca,087063
Giurgiu,Priboiu,087064
Giurgiu,Sfântu Gheorghe (Crevedia Mare),087066
Giurgiu,Ghimpați,087095
Giurgiu,Copaciu,087096
Giurgiu,Valea Plopilor,087098
Giurgiu,Hotarele,087125
Giurgiu,Herăști,087126
Giurgiu,Isvoarele,087127
Giurgiu,Miloșești,087128
Giurgiu,Teiușu,087129
Giurgiu,Izvoarele,087140
Giurgiu,Chiriacu,087141
Giurgiu,Dimitrie Cantemir,087142
Giurgiu,Radu Vodă,087144
Giurgiu,Mihăilești,085200
Giurgiu,Popești,085203
Giurgiu,Roata de Jos,087195
Giurgiu,Roata Mică,087197
Giurgiu,Sadina,087198
Argeș,Albeștii de Muscel,117025
Argeș,Albești,117026
Argeș,Cândești,117028
Argeș,Băjești,117081
Argeș,Bălilești,117080
Argeș,Valea Mare-Bratia,117087
Argeș,Capu Piscului (Godeni),117387
Argeș,Coteasca,117841
Argeș,Putina,117843
Argeș,Cotești,117388
Argeș,Dâmbovicioara,117355
Argeș,Ciocanu,117356
Argeș,Groșani,117581
Argeș,Jugur,117582
Argeș,Mioarele,117480
Argeș,Chilii,117482
Argeș,Cocenești,117483
Argeș,Mățău,117484
Argeș,Podu Dâmboviței,117357
Argeș,Poienarii de Muscel,117580
Argeș,Poienari (Poienarii de Muscel),117583
Argeș,Șerbănești (Poienarii de Muscel),117584
Argeș,Golești (Bălilești),117082
Argeș,Poienița,117083
Argeș,Priboaia,117084
Argeș,Ulita,117086
Argeș,Aluniș,117481
Argeș,Suslănești,117486
